test_acc,train_loss,test_acc_std
0.15070242656449553,2.290545600092309,0.003987841945288756
0.5708812260536399,1.446485662816936,0.33966565349544076
0.6960408684546615,1.1099068777810814,0.35225531914893615
0.7841634738186463,0.9384767575046191,0.35232826747720364
0.8058748403575989,0.8500594274323975,0.3604863221884499
0.8160919540229885,0.785582717993639,0.35704559270516717
0.8275862068965517,0.7328109330871803,0.3638844984802432
0.8301404853128991,0.6859099121971263,0.3654042553191489
0.8378033205619413,0.6461918148267854,0.3699635258358663
0.8403575989782887,0.6124786448696803,0.37148328267477204
0.8441890166028098,0.5817736136392714,0.3737629179331307
0.8441890166028098,0.551005597686013,0.3737629179331307
0.8467432950191571,0.5241544865883696,0.3752826747720365
0.8492975734355045,0.4977219886580307,0.3768024316109423
0.8518518518518519,0.47391525166443527,0.37832218844984805
0.8518518518518519,0.4500203175235412,0.37832218844984805
0.8544061302681992,0.42798257753467905,0.3750820668693009
0.859514687100894,0.40570587791108453,0.37336170212765957
0.8620689655172413,0.38542888893618477,0.3701215805471125
0.8671775223499362,0.366788710696368,0.35412158054711246
0.8684546615581098,0.3485452173850857,0.34060182370820674
0.8748403575989783,0.33134006957312584,0.33012158054711244
0.879948914431673,0.3142702559031084,0.3188814589665654
0.8863346104725415,0.29890836580381847,0.29888145896656537
0.89272030651341,0.2838391008703277,0.27888145896656535
0.8939974457215837,0.26990084562144184,0.27012158054711244
0.8978288633461047,0.2567278085013804,0.2581215805471125
0.9029374201787995,0.244214434196086,0.24212158054711247
0.9080459770114943,0.2331454468359693,0.22612158054711246
0.9118773946360154,0.2222398083854037,0.21412158054711244
0.9182630906768838,0.21217426894736102,0.20364133738601825
